REF_AREA,ACTIVITY,OBS_VALUE,TIME_PERIOD,diversity,ubiquity,mcp,eci,pci,density,coi,cog,rca,distance,nombre_actividad,clase_titulo,seccion_codigo,seccion_titulo,division_titulo
HND,7912,203.0,2019,53,9,0,-1.1439451466634083,1.6742764372449919,0.2393377366008962,0.02175665854353447,1.0602837998239334,0.353478974574194,0.7606622633991038,Actividades de operadores turísticos,Actividades de operadores turísticos,N,Actividades de servicios administrativos y de apoyo,Actividades de agencias de viajes y operadores turísticos y servicios de reservas y actividades conexas
HND,7990,962.0,2019,53,8,1,-1.1439451466634083,1.4541318790602786,0.3232871409720727,0.02175665854353447,0.0,3.3831752627135807,0.6767128590279273,Otros servicios de reservas y actividades conexas,Otros servicios de reservas y actividades conexas,N,Actividades de servicios administrativos y de apoyo,Actividades de agencias de viajes y operadores turísticos y servicios de reservas y actividades conexas
HND,8110,14.0,2019,53,5,0,-1.1439451466634083,4.113896835296074,0.17804710367108714,0.02175665854353447,1.578784405933733,0.006365280362301047,0.8219528963289129,Actividades combinadas de apoyo a instalaciones,Actividades combinadas de apoyo a instalaciones,N,Actividades de servicios administrativos y de apoyo,Actividades de servicios a edificios y de paisajismo
HND,8129,98.0,2019,53,6,0,-1.1439451466634083,0.6109253850841836,0.22478787417860835,0.02175665854353447,0.6322569562960251,0.044854982751299025,0.7752121258213917,Otras actividades de limpieza de edificios y de instalaciones industriales,Otras actividades de limpieza de edificios y de instalaciones industriales,N,Actividades de servicios administrativos y de apoyo,Actividades de servicios a edificios y de paisajismo
HND,8219,55.0,2019,53,7,0,-1.1439451466634083,0.5937767086255424,0.25068980081071507,0.02175665854353447,0.6803643895068613,0.31395131730334047,0.749310199189285,"Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo de oficina","Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo de oficina",N,Actividades de servicios administrativos y de apoyo,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas
HND,8220,3662.0,2019,53,9,1,-1.1439451466634083,-2.743858846338975,0.3689713489184332,0.02175665854353447,0.0,1.55009397247701,0.6310286510815668,Actividades de centros de llamadas,Actividades de centros de llamadas,N,Actividades de servicios administrativos y de apoyo,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas
HND,8230,80.0,2019,53,7,0,-1.1439451466634083,1.7963001380769887,0.2466033492069568,0.02175665854353447,1.1487834940371118,0.11751963527411283,0.7533966507930432,Organización de convenciones y exposiciones comerciales,Organización de convenciones y exposiciones comerciales,N,Actividades de servicios administrativos y de apoyo,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas
HND,8291,4.0,2019,53,7,0,-1.1439451466634083,3.4471806684627517,0.21797188680991003,0.02175665854353447,1.4232557392796208,0.009524190726863932,0.7820281131900899,Actividades de agencias de cobro y agencias de calificación crediticia,Actividades de agencias de cobro y agencias de calificación crediticia,N,Actividades de servicios administrativos y de apoyo,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas
HND,8292,110.0,2019,53,5,0,-1.1439451466634083,1.7871470084572714,0.18597587760914142,0.02175665854353447,1.3173657936857455,0.15124867168711892,0.8140241223908586,Actividades de envasado y empaquetado,Actividades de envasado y empaquetado,N,Actividades de servicios administrativos y de apoyo,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas
HND,8299,804.0,2019,53,6,0,-1.1439451466634083,1.290142073352376,0.19964038727896594,0.02175665854353447,1.1108807260494586,0.21030629878384124,0.8003596127210341,Otras actividades de servicios de apoyo a las empresas n.c.p.,Otras actividades de servicios de apoyo a las empresas n.c.p.,N,Actividades de servicios administrativos y de apoyo,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas
