REF_AREA,ACTIVITY,OBS_VALUE,TIME_PERIOD,diversity,ubiquity,mcp,eci,pci,density,coi,cog,rca,distance,density_norm,clase_titulo,seccion_codigo,seccion_titulo
HND,2511,1602.0,2019,53,12,0,-1.1439451466634083,-1.6371730154155548,0.28939490719113753,0.02175665854353447,0.22490322112899624,0.3864891134913964,0.7106050928088625,-0.9671028587228392,Fabricación de productos metálicos para uso estructural,C,Industrias manufactureras
HND,2512,1.0,2019,53,5,0,-1.1439451466634083,-2.0812664743468265,0.2419119410990076,0.02175665854353447,0.18534450523870236,0.001919826659285102,0.7580880589009924,-1.479156864373284,"Fabricación de tanques, depósitos y recipientes de metal",C,Industrias manufactureras
HND,2513,1.0,2019,53,5,0,-1.1439451466634083,0.6793767353422603,0.23250439949938181,0.02175665854353447,0.6989403110221268,0.009082157079776759,0.7674956005006182,-1.58060733716104,"Fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central",C,Industrias manufactureras
HND,2520,2.0,2019,53,6,0,-1.1439451466634083,-1.063539234620346,0.2640672961306726,0.02175665854353447,0.3834472457199037,0.006170851726505611,0.7359327038693274,-1.2402345892028597,Fabricación de armas y municiones,C,Industrias manufactureras
HND,2591,56.0,2019,53,4,0,-1.1439451466634083,4.6192740083059,0.1671096971786112,0.02175665854353447,1.7891729979952777,0.03934571567170736,0.8328903028213888,-2.2858206384257036,"Forja, prensado, estampado y laminado de metales; pulvimetalurgia",C,Industrias manufactureras
HND,2592,5.0,2019,53,6,0,-1.1439451466634083,2.75603114347281,0.18073100115788107,0.02175665854353447,1.3762552140362119,0.0011571563324788842,0.8192689988421189,-2.1389291563048443,Tratamiento y revestimiento de metales; maquinado,C,Industrias manufactureras
HND,2593,7.0,2019,53,3,0,-1.1439451466634083,2.5177848563327854,0.14610729130333344,0.02175665854353447,1.3399793134936695,0.004866767037491415,0.8538927086966666,-2.5123095657573704,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",C,Industrias manufactureras
HND,2610,126.0,2019,53,2,0,-1.1439451466634083,1.7066762332605971,0.1934720046970814,0.02175665854353447,0.6494685974800524,0.05283649476349808,0.8065279953029186,-2.0015307914765916,Fabricación de componentes y tableros electrónicos,C,Industrias manufactureras
HND,2620,0.0,2019,53,7,0,-1.1439451466634083,-1.2876092922093714,0.24006335414211222,0.02175665854353447,0.632577317335332,0.0,0.7599366458578878,-1.4990919365470574,Fabricación de ordenadores y equipo periférico,C,Industrias manufactureras
HND,2630,5.0,2019,53,5,0,-1.1439451466634083,2.0079519728545376,0.20607265845450737,0.02175665854353447,1.0325207833599936,0.005312533645314708,0.7939273415454926,-1.8656459518946407,Fabricación de equipo de comunicaciones,C,Industrias manufactureras
HND,2640,24.0,2019,53,3,0,-1.1439451466634083,3.6495055922743114,0.16916912827027691,0.02175665854353447,1.4969177158396278,0.15745472434501695,0.830830871729723,-2.2636118333185755,Fabricación de aparatos electrónicos de consumo,C,Industrias manufactureras
HND,2652,7.0,2019,53,3,0,-1.1439451466634083,3.8221067736151997,0.1521970101629665,0.02175665854353447,1.4051340493620996,0.18159711715087412,0.8478029898370335,-2.4466383326395853,Fabricación de relojes,C,Industrias manufactureras
HND,2660,1.0,2019,53,6,0,-1.1439451466634083,4.567590992757568,0.1723982221179381,0.02175665854353447,1.7491176749778634,0.0030480286174938685,0.8276017778820619,-2.2287894417243366,Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico,C,Industrias manufactureras
HND,2670,1.0,2019,53,3,0,-1.1439451466634083,3.173543807512519,0.17609759376046416,0.02175665854353447,1.4380097873011095,0.003815972787410329,0.8239024062395358,-2.1888955971765944,Fabricación de instrumentos ópticos y equipo fotográfico,C,Industrias manufactureras
HND,2710,8.0,2019,53,6,0,-1.1439451466634083,1.8742498973113142,0.20276265772078372,0.02175665854353447,1.2345342401612607,0.0027905248573629263,0.7972373422792163,-1.9013408394280042,"Fabricación de motores, generadores y transformadores eléctricos y aparatos de distribución y control de la energía eléctrica",C,Industrias manufactureras
HND,2731,0.0,2019,53,7,0,-1.1439451466634083,1.699307079186545,0.21927959277259282,0.02175665854353447,0.9735165783669578,0.0,0.7807204072274072,-1.7232230121225849,Fabricación de cables de fibra óptica,C,Industrias manufactureras
HND,2732,0.0,2019,53,10,0,-1.1439451466634083,-0.46656226776548587,0.26708906641856345,0.02175665854353447,0.4720165862715621,0.0,0.7329109335814366,-1.2076479648317575,Fabricación de otros hilos y cables eléctricos,C,Industrias manufactureras
HND,2733,0.0,2019,53,4,0,-1.1439451466634083,2.36922102414649,0.16740149642583313,0.02175665854353447,1.2928516891876072,0.0,0.8325985035741669,-2.2826738894821803,Fabricación de dispositivos de cableado,C,Industrias manufactureras
HND,2750,131.0,2019,53,8,0,-1.1439451466634083,-2.3571364460254776,0.27070919061559395,0.02175665854353447,0.2394244673037437,0.12633976217388013,0.729290809384406,-1.1686087208964717,Fabricación de aparatos de uso doméstico,C,Industrias manufactureras
HND,2790,10.0,2019,53,6,0,-1.1439451466634083,-0.6968764759631695,0.20461125714976058,0.02175665854353447,0.7620071179999306,0.011092417647219039,0.7953887428502394,-1.8814056327559086,Fabricación de otros tipos de equipo eléctrico,C,Industrias manufactureras
HND,2811,71.0,2019,53,3,0,-1.1439451466634083,5.316947364030887,0.12769597122444404,0.02175665854353447,1.4920816098861849,0.07044043233943993,0.8723040287755559,-2.710856349406389,"Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas",C,Industrias manufactureras
HND,2812,0.0,2019,53,4,0,-1.1439451466634083,2.5250931378021124,0.17930688964755548,0.02175665854353447,1.484612722296646,0.0,0.8206931103524445,-2.1542867058298727,Fabricación de equipo de propulsión de fluidos,C,Industrias manufactureras
HND,2813,0.0,2019,53,4,0,-1.1439451466634083,3.355709570682798,0.1626776261384244,0.02175665854353447,1.5995345134646355,0.0,0.8373223738615756,-2.3336158777764133,"Fabricación de otras bombas, compresores, grifos y válvulas",C,Industrias manufactureras
HND,2814,0.0,2019,53,3,0,-1.1439451466634083,1.6868460196385044,0.15059313473894204,0.02175665854353447,1.2530937568319553,0.0,0.849406865261058,-2.4639344474998603,"Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión",C,Industrias manufactureras
HND,2815,1.0,2019,53,3,0,-1.1439451466634083,5.697378030245942,0.12925743839430284,0.02175665854353447,1.6344005449657808,0.0057876443258851945,0.8707425616056972,-2.694017563104233,"Fabricación de hornos, hogares y quemadores",C,Industrias manufactureras
HND,2816,29.0,2019,53,4,0,-1.1439451466634083,6.846838924462197,0.15683345093888224,0.02175665854353447,1.9226190298570967,0.020519691363057934,0.8431665490611178,-2.3966391799610793,Fabricación de equipo de elevación y manipulación,C,Industrias manufactureras
HND,2817,34.0,2019,53,4,0,-1.1439451466634083,1.9817707370704745,0.2009036223911725,0.02175665854353447,1.2623956378371668,0.47767730972462036,0.7990963776088276,-1.9213885863468916,Fabricación de maquinaria y equipo de oficina (excepto ordenadores y equipo periférico),C,Industrias manufactureras
HND,2818,0.0,2019,53,3,0,-1.1439451466634083,1.3064153534234502,0.15069770908029312,0.02175665854353447,1.1107748217523588,0.0,0.8493022909197069,-2.4628067228696597,Fabricación de herramientas de mano motorizadas,C,Industrias manufactureras
HND,2819,70.0,2019,53,2,0,-1.1439451466634083,5.004742908104998,0.11745671926951345,0.02175665854353447,1.435120178116349,0.027978839540658242,0.8825432807304865,-2.821275946366979,Fabricación de otros tipos de maquinaria de uso general,C,Industrias manufactureras
HND,2821,0.0,2019,53,8,0,-1.1439451466634083,3.132363876184915,0.19763030544564839,0.02175665854353447,1.3855847652949276,0.0,0.8023696945543516,-1.9566878776857473,Fabricación de maquinaria agropecuaria y forestal,C,Industrias manufactureras
HND,2822,2.0,2019,53,2,0,-1.1439451466634083,5.004742908104998,0.11745671926951345,0.02175665854353447,1.435120178116349,0.0019363991724039842,0.8825432807304865,-2.821275946366979,Fabricación de maquinaria para la conformación de metales y de máquinas herramienta,C,Industrias manufactureras
HND,2823,0.0,2019,53,3,0,-1.1439451466634083,1.6868460196385044,0.15059313473894204,0.02175665854353447,1.2530937568319553,0.0,0.849406865261058,-2.4639344474998603,Fabricación de maquinaria metalúrgica,C,Industrias manufactureras
HND,2824,0.0,2019,53,7,0,-1.1439451466634083,2.3013184361821732,0.21486019862263342,0.02175665854353447,1.2271339012867184,0.0,0.7851398013773666,-1.7708815445033144,Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción,C,Industrias manufactureras
HND,2825,9.0,2019,53,5,0,-1.1439451466634083,2.492795548805022,0.16695090073793772,0.02175665854353447,1.3328573479089545,0.01702682692793414,0.8330490992620623,-2.2875330915477794,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",C,Industrias manufactureras
HND,2826,20.0,2019,53,4,0,-1.1439451466634083,2.2940048295886073,0.16588786343522974,0.02175665854353447,1.26611679045808,0.08712658509872559,0.8341121365647702,-2.2989968343129497,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros",C,Industrias manufactureras
HND,2829,0.0,2019,53,4,0,-1.1439451466634083,6.846838924462197,0.15683345093888224,0.02175665854353447,1.9226190298570967,0.0,0.8431665490611178,-2.3966391799610793,Fabricación de otros tipos de maquinaria de uso especial,C,Industrias manufactureras
HND,2910,1.0,2019,53,2,0,-1.1439451466634083,6.961225784028622,0.12168879878000544,0.02175665854353447,1.4905215169745714,0.00020476047268362028,0.8783112012199945,-2.7756374059823297,Fabricación de vehículos automotores,C,Industrias manufactureras
HND,2920,0.0,2019,53,7,0,-1.1439451466634083,3.4970242686869213,0.19119904027044166,0.02175665854353447,1.4269584472914822,0.0,0.8088009597295583,-2.026042329721772,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,C,Industrias manufactureras
HND,2930,50.0,2019,53,7,0,-1.1439451466634083,-2.8552754483557297,0.26455231584861033,0.02175665854353447,0.17020136305895153,0.009080515422008481,0.7354476841513897,-1.2350041600652277,"Fabricación de partes, piezas y accesorios para vehículos automotores",C,Industrias manufactureras
HND,3011,0.0,2019,53,5,0,-1.1439451466634083,1.1275797440431152,0.23382886304366748,0.02175665854353447,0.7161628218348307,0.0,0.7661711369563325,-1.566324386473554,Construcción de buques y estructuras flotantes,C,Industrias manufactureras
HND,3012,0.0,2019,53,6,0,-1.1439451466634083,2.1624173280504597,0.20868427304314588,0.02175665854353447,0.9774582257594306,0.0,0.7913157269568541,-1.8374824267110457,Construcción de embarcaciones de recreo y de deporte,C,Industrias manufactureras
HND,3020,0.0,2019,53,8,0,-1.1439451466634083,-2.3809895637657976,0.25985670420762247,0.02175665854353447,0.10662446399179616,0.0,0.7401432957923775,-1.2856414084856713,Fabricación de locomotoras y material rodante,C,Industrias manufactureras
HND,3030,0.0,2019,53,5,0,-1.1439451466634083,0.6117690058382331,0.219006847101937,0.02175665854353447,0.9400792252655111,0.0,0.780993152898063,-1.7261642882196204,"Fabricación de aeronaves, naves espaciales y maquinaria conexa",C,Industrias manufactureras
HND,3040,0.0,2019,53,2,0,-1.1439451466634083,6.702324012017281,0.14621288140506686,0.02175665854353447,1.5859125204299218,0.0,0.8537871185949332,-2.5111708872164233,Fabricación de vehículos militares de combate,C,Industrias manufactureras
HND,3091,0.0,2019,53,3,0,-1.1439451466634083,-0.6292818489665456,0.2059707686323252,0.02175665854353447,0.4560597061720894,0.0,0.7940292313676748,-1.8667447268001964,Fabricación de motocicletas,C,Industrias manufactureras
HND,3092,67.0,2019,53,6,0,-1.1439451466634083,-1.3827330530817794,0.23002789195983978,0.02175665854353447,0.3962668856898528,0.5555839449783849,0.7699721080401603,-1.6073138744735063,Fabricación de bicicletas y de sillones de ruedas para inválidos,C,Industrias manufactureras
HND,3099,12.0,2019,53,6,0,-1.1439451466634083,1.036357846571663,0.22922535515868528,0.02175665854353447,0.819900756112223,0.7064983133843429,0.7707746448413147,-1.6159683924519264,Fabricación de otros tipos de equipo de transporte n.c.p.,C,Industrias manufactureras
HND,3100,454.0,2019,53,8,0,-1.1439451466634083,-3.651289674227416,0.2773381347119163,0.02175665854353447,-0.09352456219657965,0.12228255957830556,0.7226618652880836,-1.0971225089532515,Fabricación de muebles,C,Industrias manufactureras
HND,3211,148.0,2019,53,6,0,-1.1439451466634083,-0.682976406185937,0.22479268916940046,0.02175665854353447,0.7329283751261063,0.732778198143554,0.7752073108305996,-1.6637700477048822,Fabricación de joyas y artículos conexos,C,Industrias manufactureras
HND,3220,0.0,2019,53,3,0,-1.1439451466634083,2.9911679369209203,0.1571222806318715,0.02175665854353447,1.3182484927003852,0.0,0.8428777193681285,-2.3935244545465175,Fabricación de instrumentos de música,C,Industrias manufactureras
HND,3230,0.0,2019,53,9,0,-1.1439451466634083,1.0519400252112094,0.24352845924206878,0.02175665854353447,0.8211580297329576,0.0,0.7564715407579312,-1.461724411043493,Fabricación de artículos de deporte,C,Industrias manufactureras
HND,3240,0.0,2019,53,5,0,-1.1439451466634083,-0.8903747563342974,0.20197728068686926,0.02175665854353447,0.7434733814377698,0.0,0.7980227193131307,-1.9098103073079482,Fabricación de juegos y juguetes,C,Industrias manufactureras
HND,3250,119.0,2019,53,4,0,-1.1439451466634083,3.485160456688467,0.14946497752831892,0.02175665854353447,1.5212383250643633,0.05989051823211935,0.8505350224716811,-2.4761004401967392,Fabricación de instrumentos y materiales médicos y odontológicos,C,Industrias manufactureras
HND,3290,104.0,2019,53,7,0,-1.1439451466634083,-1.697949176347892,0.2779364257097069,0.02175665854353447,0.33040111679673306,0.17401531986124652,0.7220635742902931,-1.0906705678220079,Otras industrias manufactureras n.c.p.,C,Industrias manufactureras
HND,3530,56.0,2019,53,8,0,-1.1439451466634083,-1.4404866933729528,0.2570161168299498,0.02175665854353447,0.32107578891644495,0.11447954643668824,0.7429838831700502,-1.3162741651318168,Suministro de vapor y de aire acondicionado,D,"Suministro de electricidad, gas, vapor y aire acondicionado"
HND,3700,615.0,2019,53,6,0,-1.1439451466634083,0.9732307940373183,0.24520584297874418,0.02175665854353447,0.9850635481779559,0.9075555886684409,0.7547941570212559,-1.4436355861012806,Evacuación de aguas residuales,E,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación"
HND,3811,87.0,2019,53,9,0,-1.1439451466634083,-2.0328083096305067,0.26763690882625923,0.02175665854353447,0.1957407412945208,0.03314325881157633,0.7323630911737408,-1.201740058851716,Recogida de desechos no peligrosos,E,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación"
HND,3812,0.0,2019,53,8,0,-1.1439451466634083,0.6046090926635133,0.26413427798705413,0.02175665854353447,0.6527496696293887,0.0,0.7358657220129459,-1.2395122601091058,Recogida de desechos peligrosos,E,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación"
HND,3821,14.0,2019,53,5,0,-1.1439451466634083,1.655576493410057,0.22840698684941727,0.02175665854353447,0.8957218170282389,0.015657904309047777,0.7715930131505827,-1.6247936366467604,Tratamiento y eliminación de desechos no peligrosos,E,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación"
HND,3822,44.0,2019,53,9,0,-1.1439451466634083,0.8152112738751167,0.23362902339318328,0.02175665854353447,0.9936942121942672,0.3564344591625326,0.7663709766068167,-1.5684794475815664,Tratamiento y eliminación de desechos peligrosos,E,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación"
HND,3830,360.0,2019,53,6,0,-1.1439451466634083,-1.7790243667559917,0.24280962193234404,0.02175665854353447,0.34034571815065306,0.3846713574348035,0.757190378067656,-1.4694763177618173,Recuperación de materiales,E,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación"
HND,4220,24.0,2019,53,13,0,-1.1439451466634083,-0.15644524717340932,0.2889243886712922,0.02175665854353447,0.45947892647215954,0.015233070844799588,0.7110756113287078,-0.9721769076428673,Construcción de proyectos de servicio público,F,Construcción
HND,4311,0.0,2019,53,6,0,-1.1439451466634083,1.9908343517062317,0.2038116215882778,0.02175665854353447,1.135459852713331,0.0,0.7961883784117222,-1.8900288639062823,Demolición,F,Construcción
HND,4312,170.0,2019,53,7,0,-1.1439451466634083,2.048680425037045,0.23525214143563028,0.02175665854353447,0.8866767804498188,0.1387746981287367,0.7647478585643697,-1.5509758212565832,Preparación del terreno,F,Construcción
HND,4390,596.0,2019,53,6,0,-1.1439451466634083,4.59950460825723,0.18842017664930785,0.02175665854353447,1.4982581126285068,0.11417526359662611,0.8115798233506921,-2.0560094603680965,Otras actividades especializadas de construcción,F,Construcción
HND,4610,1055.0,2019,53,8,0,-1.1439451466634083,-1.5787465528492195,0.2641436825829795,0.02175665854353447,0.2654526863917205,0.5138909199508392,0.7358563174170205,-1.2394108414023266,Venta al por mayor a cambio de una retribución o por contrata,G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas
HND,4620,1182.0,2019,53,9,0,-1.1439451466634083,-0.7390313261664947,0.2952744259519014,0.02175665854353447,0.4043978902997842,0.8375367412025486,0.7047255740480987,-0.9036984132864561,Venta al por mayor de materias primas agropecuarias y animales vivos,G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas
HND,4630,7388.0,2019,53,7,0,-1.1439451466634083,0.23824174232443704,0.26948899958617134,0.02175665854353447,0.633718553577918,0.8538258571650741,0.7305110004138287,-1.1817672018359795,"Venta al por mayor de alimentos, bebidas y tabaco",G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas
HND,4641,1284.0,2019,53,10,0,-1.1439451466634083,0.9139545261846929,0.2843491758392492,0.02175665854353447,0.7825968017090077,0.6698681658578303,0.7156508241607509,-1.021515781141321,"Venta al por mayor de productos textiles, prendas de vestir y calzado",G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas
HND,4649,1776.0,2019,53,7,0,-1.1439451466634083,0.820926884691254,0.2658877514232711,0.02175665854353447,0.714573062270958,0.23685411018077238,0.7341122485767289,-1.2206028875338033,Venta al por mayor de otros enseres domésticos,G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas
