REF_AREA,ACTIVITY,OBS_VALUE,TIME_PERIOD,diversity,ubiquity,mcp,eci,pci,density,coi,cog,rca,distance,nombre_actividad,clase_titulo,seccion_codigo,seccion_titulo,division_titulo,topsis_atractivo,topsis_viabilidad
HND,1073,200.0,2019,53,10,0,-1.1439451466634083,-2.6800711373117734,0.31675174305703735,0.02175665854353447,-0.001967946706596952,0.2553604991824546,0.6832482569429627,Elaboración de cacao y chocolate y de productos de confitería,Elaboración de cacao y chocolate y de productos de confitería,C,Industrias manufactureras,Elaboración de productos alimenticios,0.35492380185734196,0.5843995691747663
HND,1075,41.0,2019,53,7,0,-1.1439451466634083,4.148892242540875,0.2186694170229965,0.02175665854353447,1.3264426203427897,0.09738461871116452,0.7813305829770035,Elaboración de comidas y platos preparados,Elaboración de comidas y platos preparados,C,Industrias manufactureras,Elaboración de productos alimenticios,0.3395971716622192,0.5856866838156636
HND,1101,87.0,2019,53,12,0,-1.1439451466634083,-1.4507976531168407,0.30246116440559306,0.02175665854353447,0.2650512235410507,0.43357027265615716,0.697538835594407,"Destilación, rectificación y mezcla de bebidas alcohólicas","Destilación, rectificación y mezcla de bebidas alcohólicas",C,Industrias manufactureras,Elaboración de bebidas,0.3295814916485717,0.5316724350699089
HND,1811,168.0,2019,53,14,0,-1.1439451466634083,-0.7898168676604518,0.2863522686673812,0.02175665854353447,0.4889537788693243,0.09585815672675102,0.7136477313326188,Impresión,Impresión,C,Industrias manufactureras,Impresión y reproducción de grabaciones,0.36915860350247326,0.5407507878064575
HND,1920,6.0,2019,53,10,0,-1.1439451466634083,-1.675361275457936,0.29825037968119117,0.02175665854353447,0.2498353126354313,0.01445857013437725,0.7017496203188088,Fabricación de productos de la refinación del petróleo,Fabricación de productos de la refinación del petróleo,C,Industrias manufactureras,Fabricación de coque y productos de la refinación del petróleo,0.3595740718010224,0.5201420223669623
HND,2011,354.0,2019,53,6,0,-1.1439451466634083,5.5559241261524805,0.18438619859348895,0.02175665854353447,1.7416075823359896,0.2679972159224985,0.8156138014065111,Fabricación de sustancias químicas básicas,Fabricación de sustancias químicas básicas,C,Industrias manufactureras,Fabricación de sustancias y productos químicos,0.35628167179197917,0.5064645319094513
HND,2012,38.0,2019,53,13,0,-1.1439451466634083,-0.02023911425791134,0.2935695885595973,0.02175665854353447,0.604065587947921,0.16543325291269398,0.7064304114404028,Fabricación de abonos y compuestos de nitrógeno,Fabricación de abonos y compuestos de nitrógeno,C,Industrias manufactureras,Fabricación de sustancias y productos químicos,0.3253346390111099,0.540127772057018
HND,2021,128.0,2019,53,8,0,-1.1439451466634083,-1.0055824979914711,0.29684588304842396,0.02175665854353447,0.3414090633434467,0.9613457558491434,0.703154116951576,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,C,Industrias manufactureras,Fabricación de sustancias y productos químicos,0.31545767567151667,0.5582344712878399
HND,2395,780.0,2019,53,14,0,-1.1439451466634083,0.5843729838579368,0.27522501184272863,0.02175665854353447,0.7416017763149647,0.7364036604512835,0.7247749881572714,"Fabricación de artículos de hormigón, cemento y yeso","Fabricación de artículos de hormigón, cemento y yeso",C,Industrias manufactureras,Fabricación de otros productos minerales no metálicos,0.3377481866612934,0.5185850714295921
HND,2420,167.0,2019,53,8,0,-1.1439451466634083,0.842853496495043,0.2698261814817192,0.02175665854353447,0.8956722393191567,0.2529077786386998,0.7301738185182808,Fabricación de metales preciosos básicos y de otros metales no ferrosos,Fabricación de productos primarios de metales preciosos y otros metales no ferrosos,C,Industrias manufactureras,Fabricación de metales comunes,0.3520520879234695,0.501157127722424
HND,2591,56.0,2019,53,4,0,-1.1439451466634083,4.6192740083059,0.1671096971786112,0.02175665854353447,1.7891729979952777,0.03934571567170736,0.8328903028213888,"Forja, prensado, estampado y laminado de metales; pulvimetalurgia","Forja, prensado, estampado y laminado de metales; pulvimetalurgia",C,Industrias manufactureras,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",0.40508724854334077,0.499653592702828
HND,2660,1.0,2019,53,6,0,-1.1439451466634083,4.567590992757568,0.1723982221179381,0.02175665854353447,1.7491176749778634,0.0030480286174938685,0.8276017778820619,Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico,Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico,C,Industrias manufactureras,"Fabricación de productos de informática, de electrónica y de óptica",0.35024660272936187,0.4875718338840119
HND,2811,71.0,2019,53,3,0,-1.1439451466634083,5.316947364030887,0.12769597122444404,0.02175665854353447,1.4920816098861849,0.07044043233943993,0.8723040287755559,"Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas","Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas",C,Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,0.3369522999525743,0.49541490576779135
HND,2815,1.0,2019,53,3,0,-1.1439451466634083,5.697378030245942,0.12925743839430284,0.02175665854353447,1.6344005449657808,0.0057876443258851945,0.8707425616056972,"Fabricación de hornos, hogares y quemadores","Fabricación de hornos, hogares y quemadores",C,Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,0.3707140166310677,0.5104929365875578
HND,2816,29.0,2019,53,4,0,-1.1439451466634083,6.846838924462197,0.15683345093888224,0.02175665854353447,1.9226190298570967,0.020519691363057934,0.8431665490611178,Fabricación de equipo de elevación y manipulación,Fabricación de equipo de elevación y manipulación,C,Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,0.3615965700839898,0.4925700637512639
HND,2819,70.0,2019,53,2,0,-1.1439451466634083,5.004742908104998,0.11745671926951345,0.02175665854353447,1.435120178116349,0.027978839540658242,0.8825432807304865,Fabricación de otros tipos de maquinaria de uso general,Fabricación de otros tipos de maquinaria de uso general,C,Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,0.39224107813340325,0.505285628400702
HND,2822,2.0,2019,53,2,0,-1.1439451466634083,5.004742908104998,0.11745671926951345,0.02175665854353447,1.435120178116349,0.0019363991724039842,0.8825432807304865,Fabricación de maquinaria para la conformación de metales y de máquinas herramienta,Fabricación de maquinaria para la conformación de metales y de máquinas herramienta,C,Industrias manufactureras,Fabricación de maquinaria y equipo n.c.p.,0.3209410861105696,0.5007568960491644
HND,2910,1.0,2019,53,2,0,-1.1439451466634083,6.961225784028622,0.12168879878000544,0.02175665854353447,1.4905215169745714,0.00020476047268362028,0.8783112012199945,Fabricación de vehículos automotores,Fabricación de vehículos automotores,C,Industrias manufactureras,"Fabricación de vehículos automotores, remolques y semirremolques",0.34982880362414454,0.5123055198708559
HND,4220,24.0,2019,53,13,0,-1.1439451466634083,-0.15644524717340932,0.2889243886712922,0.02175665854353447,0.45947892647215954,0.015233070844799588,0.7110756113287078,Construcción de proyectos de servicio público,Construcción de proyectos de servicio público,F,Construcción,Obras de ingeniería civil,0.4088827362303635,0.5215308759973102
HND,4390,596.0,2019,53,6,0,-1.1439451466634083,4.59950460825723,0.18842017664930785,0.02175665854353447,1.4982581126285068,0.11417526359662611,0.8115798233506921,Otras actividades especializadas de construcción,Otras actividades especializadas de construcción,F,Construcción,Actividades especializadas de construcción,0.4182763477737261,0.5135542755376779
HND,4620,1182.0,2019,53,9,0,-1.1439451466634083,-0.7390313261664947,0.2952744259519014,0.02175665854353447,0.4043978902997842,0.8375367412025486,0.7047255740480987,Venta al por mayor de materias primas agropecuarias y animales vivos,Venta al por mayor de materias primas agropecuarias y animales vivos,G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,"Comercio al por mayor, excepto el de vehículos automotores y motocicletas",0.41124931031610035,0.5315711034177067
