hs12,World Trade,World Trade M,Distance,PCI,Opportunity Gain,cumulative_investment_lac,Jobs created,cagr_investment,cagr_empleo,elasticidad,cagr_production,cagr_exports,share_imports_china,rca_peers,razon_insumos_presentes,share_energy,razon_electricidad_gasto_total,institutional_intensity,topsis_complejidad,hs_12_2d,product_name_short,Actividad
6307,17165819200.0,17165.8192,0.80941373,-0.27993354,0.03413283,0.0,0.0,13.388291925542495,15.214869838920709,1.1364309893701545,5.106981698979141,3.8700221159887027,0.5848353455326937,0.0,0.22695035460992907,0.011087421228746303,0.013451726421195262,0.5350965490643246,0.4231132500587062,63,Other made up textile articles,Otros artículos confeccionados
5806,4320190212.0,4320.190212,0.8291135,0.11138525,0.19031867,11.019999976157989,133.3333333333332,13.388291925542495,15.214869838920709,1.1364309893701545,2.690146579376851,0.4019035486642508,0.23952176336792375,0.3333333333333333,0.21875,0.05145837064997308,0.027998773766755483,0.5741287641848587,0.4975085653876203,58,Special woven fabrics,Tejidos estrechos
5609,839818832.0,839.818832,0.83372873,0.17936262,0.18986557,0.0,0.0,53.01907258857264,50.439211591715924,1.0305127911086376,4.303886946447921,6.817158562072745,0.5400335601251173,0.0,0.2542372881355932,0.015319067080864467,0.02345291506883262,0.43792615714722316,0.4997567100961172,56,"Wadding, felt and nonwovens","Artículos de hilados, cuerdas, etc., no clasificados en otra parte"
5808,444366009.0,444.366009,0.83391535,-0.12570235,0.1550016,11.019999976157989,133.3333333333332,13.388291925542495,15.214869838920709,1.1364309893701545,2.690146579376851,-1.3938855972127295,0.30204786324716365,0.0,0.22916666666666666,0.05145837064997308,0.027998773766755483,0.5741287641848587,0.4312275768451408,58,Special woven fabrics,Trenzas en pieza
5515,4033882503.0,4033.882503,0.8378384,0.05233364,0.22981218,7.1500000953675,32.0,92.64985325160279,85.66355334451114,0.9245945928471204,-8.191170753402732,0.3809539554320285,0.14922755346011007,0.3333333333333333,0.275,0.009101758012529326,0.049894479435791186,0.3750669371196755,0.48900088254153756,55,Man-made staple fibres,Otros tejidos de fibras sintéticas discontinuas
9401,85941448652.0,85941.448652,0.83798313,0.33263963,0.21769366,0.0,0.0,53.01907258857264,50.439211591715924,1.0305127911086376,1.4179316365727779,2.464673912767057,0.3022481981211017,0.0,0.2713699141470698,0.0035762229583914834,0.024392062149102417,0.5271930479747693,0.5376642220014982,94,Furniture,Asientos
5601,2880550786.0,2880.550786,0.8394684,-0.06618273,0.17599243,11.019999976157989,133.3333333333332,13.388291925542495,15.214869838920709,1.1364309893701545,2.690146579376851,4.656560783082075,0.2165866122684702,0.0,0.30434782608695654,0.05145837064997308,0.027998773766755483,0.5741287641848587,0.4365593051435613,56,"Wadding, felt and nonwovens",Guata de materias textiles
6001,6556339655.0,6556.339655,0.84052324,0.10892375,0.0,0.0,0.0,53.01907258857264,50.439211591715924,1.0305127911086376,-7.412635736552609,3.254592903387099,0.6099756955478343,0.3333333333333333,0.2465753424657534,0.004756554775493461,0.025574976400782514,0.376,0.3863376115986943,60,Knitted fabrics,"Tejidos de pelo, punto"
5702,5355649759.0,5355.649759,0.8422693,-0.22711626,0.067976035,0.0,0.0,53.01907258857264,50.439211591715924,1.0305127911086376,-1.5139547905650308,1.765389830338071,0.14925370258679704,0.0,0.20224719101123595,0.012660580287956455,0.041339249527365916,0.376,0.3627222722696247,57,Carpets,Alfombras y tapetes tejidos
5511,474309709.0,474.309709,0.84420806,-0.027661933,0.020254305,7.1500000953675,32.0,92.64985325160279,85.66355334451114,0.9245945928471204,-8.191170753402732,7.067930901487429,0.04691268779216286,0.0,0.2916666666666667,0.009101758012529326,0.049894479435791186,0.3750669371196755,0.36438083312269615,55,Man-made staple fibres,"Hilo de fibras sintéticas discontinuas, destinado a la venta al por menor"
