REF_AREA,ACTIVITY,OBS_VALUE,TIME_PERIOD,diversity,ubiquity,mcp,eci,pci,density,coi,cog,rca,distance
BEL,0810,0.0,2019,79,11,0,0.38938075964433316,-1.8680238583022497,0.398468232276867,-0.3049529297037299,-0.2755118536383415,0.0,0.601531767723133
BEL,0899,4.0,2019,79,9,0,0.38938075964433316,0.7375322912206715,0.4003065578524382,-0.3049529297037299,0.2113453105516676,0.0421963754240344,0.5996934421475618
BEL,0910,0.0,2019,79,4,0,0.38938075964433316,-3.408596860739333,0.3553240752150786,-0.3049529297037299,-0.29204093452729024,0.0,0.6446759247849214
BEL,0990,8.0,2019,79,6,0,0.38938075964433316,-2.476831072126863,0.34089724432706703,-0.3049529297037299,-0.1457950505235789,0.022881697270699167,0.659102755672933
BEL,1010,14631.0,2019,79,11,0,0.38938075964433316,-2.731995505386203,0.40245093195859516,-0.3049529297037299,-0.38631152280905195,0.8513111157082908,0.5975490680414048
BEL,1020,1256.0,2019,79,9,0,0.38938075964433316,-1.1103123227429392,0.40722008842932583,-0.3049529297037299,-0.1429871343189969,0.35379643403641803,0.5927799115706742
BEL,1030,11155.0,2019,79,11,1,0.38938075964433316,-2.337784346775491,0.4714600157794967,-0.3049529297037299,-0.0,1.9568130010379252,0.5285399842205033
BEL,1040,2068.0,2019,79,12,1,0.38938075964433316,-1.9593409587785482,0.48564905574875145,-0.3049529297037299,-0.0,1.6668165824400594,0.5143509442512486
BEL,1050,7832.0,2019,79,15,1,0.38938075964433316,-0.6257769830589928,0.4795373665480427,-0.3049529297037299,-0.0,1.0692816368373428,0.5204626334519573
BEL,1061,1668.0,2019,79,11,1,0.38938075964433316,-0.4499391441890539,0.45794599060125346,-0.3049529297037299,0.0,1.134585510657938,0.5420540093987465
BEL,1062,1349.0,2019,79,9,1,0.38938075964433316,1.3175394917602476,0.43717423768004227,-0.3049529297037299,0.0,4.917063703051459,0.5628257623199577
BEL,1071,0.0,2019,79,9,0,0.38938075964433316,-1.2624531832420365,0.36926247252666744,-0.3049529297037299,0.034369100056424386,0.0,0.6307375274733326
BEL,1072,821.0,2019,79,7,0,0.38938075964433316,-3.259271699797899,0.3890142873280599,-0.3049529297037299,-0.4042989586041903,0.9611681645233235,0.61098571267194
BEL,1073,9543.0,2019,79,10,1,0.38938075964433316,-2.6800711373117734,0.47298727053846196,-0.3049529297037299,-0.0,2.902965195283045,0.5270127294615381
BEL,1074,0.0,2019,79,8,0,0.38938075964433316,-2.0531477857167135,0.3637728541556441,-0.3049529297037299,-0.13574535225363163,0.0,0.6362271458443559
BEL,1075,2586.0,2019,79,7,1,0.38938075964433316,4.148892242540875,0.48138268627145775,-0.3049529297037299,0.0,1.4634173989937838,0.5186173137285423
BEL,1079,5609.0,2019,79,10,0,0.38938075964433316,-1.7616518685526699,0.39456772810682594,-0.3049529297037299,-0.1632322545076217,0.9398832093496011,0.6054322718931741
BEL,1080,4118.0,2019,79,13,1,0.38938075964433316,-0.8791064590615604,0.47664200963113684,-0.3049529297037299,-0.0,1.6703908069757605,0.5233579903688632
BEL,1101,192.0,2019,79,12,0,0.38938075964433316,-1.4507976531168407,0.41673289057917545,-0.3049529297037299,-0.1439553035161153,0.22796840243921127,0.5832671094208246
BEL,1102,99.0,2019,79,6,0,0.38938075964433316,-1.8124472961620488,0.37260346030995356,-0.3049529297037299,-0.021569654569306828,0.5135088676299107,0.6273965396900465
BEL,1103,7156.0,2019,79,11,1,0.38938075964433316,-0.31493009622355383,0.47289268895061487,-0.3049529297037299,0.0,4.463853541928978,0.5271073110493851
BEL,1104,4818.0,2019,79,11,1,0.38938075964433316,-3.071884556856553,0.4767873196229809,-0.3049529297037299,-0.0,1.7184489536265033,0.5232126803770192
BEL,1200,1101.0,2019,79,9,1,0.38938075964433316,-3.5189969768387517,0.4426036540184069,-0.3049529297037299,-0.0,1.29162886779234,0.5573963459815932
BEL,1311,490.0,2019,79,8,0,0.38938075964433316,-2.1418306847135997,0.35200072579009745,-0.3049529297037299,-0.13093482374150614,0.37603271639413205,0.6479992742099026
BEL,1312,2731.0,2019,79,5,1,0.38938075964433316,0.363028432342907,0.44164239151318707,-0.3049529297037299,0.0,1.6862244504689639,0.5583576084868129
BEL,1313,634.0,2019,79,5,0,0.38938075964433316,-1.279129062664207,0.31679589220899806,-0.3049529297037299,0.19656026029570975,0.21239781471901,0.6832041077910019
BEL,1391,302.0,2019,79,7,0,0.38938075964433316,-1.567692338093346,0.3465223969716929,-0.3049529297037299,-0.02030725533183934,0.6809742375632928,0.6534776030283072
BEL,1392,2391.0,2019,79,11,0,0.38938075964433316,-3.060874918034072,0.380419024953702,-0.3049529297037299,-0.4046411009804641,0.7877132556712841,0.6195809750462979
BEL,1393,6617.0,2019,79,4,1,0.38938075964433316,0.39487241524649835,0.5309585461394515,-0.3049529297037299,0.0,16.777127660044272,0.4690414538605485
BEL,1394,142.0,2019,79,9,0,0.38938075964433316,-0.2539113256116107,0.41281083123823903,-0.3049529297037299,0.04252927083146376,0.4424126484976549,0.587189168761761
BEL,1399,2037.0,2019,79,7,0,0.38938075964433316,-2.643832901761316,0.3386559966490853,-0.3049529297037299,-0.20724680739984636,0.8151564434095173,0.6613440033509147
BEL,1410,0.0,2019,79,12,0,0.38938075964433316,-3.3476718833887986,0.39834346467753295,-0.3049529297037299,-0.484748257580144,0.0,0.601656535322467
BEL,1511,0.0,2019,79,5,0,0.38938075964433316,-2.8425147609336934,0.36474629467129793,-0.3049529297037299,-0.16327881271193262,0.0,0.6352537053287021
BEL,1520,141.0,2019,79,10,0,0.38938075964433316,-2.806078990126335,0.3873251787114192,-0.3049529297037299,-0.36819947581886564,0.028174589807552823,0.6126748212885809
BEL,1610,1586.0,2019,79,11,0,0.38938075964433316,-1.7523692085948877,0.39170793289596223,-0.3049529297037299,-0.25333328112802117,0.4674818319894215,0.6082920671040377
BEL,1621,3336.0,2019,79,9,1,0.38938075964433316,-1.362981061170594,0.46830404933473846,-0.3049529297037299,-0.0,1.866990807853983,0.5316959506652615
BEL,1622,3850.0,2019,79,10,0,0.38938075964433316,0.25741473680436955,0.3660282922336941,-0.3049529297037299,0.25660595746455805,0.7602787862100653,0.6339717077663058
BEL,1623,987.0,2019,79,9,0,0.38938075964433316,-1.914482625653008,0.3694576649077476,-0.3049529297037299,-0.20037124130238917,0.6280177941053765,0.6305423350922523
BEL,1629,523.0,2019,79,8,0,0.38938075964433316,-4.397117594912464,0.3544352691053166,-0.3049529297037299,-0.6312695231380686,0.36839335960094566,0.6455647308946835
BEL,1701,2966.0,2019,79,8,1,0.38938075964433316,2.04812182193822,0.43983601748802104,-0.3049529297037299,0.0,1.2977681309775773,0.560163982511979
BEL,1702,5024.0,2019,79,7,0,0.38938075964433316,-1.4278825798660149,0.34568783732724345,-0.3049529297037299,0.001737943280489753,0.9546967898174287,0.6543121626727566
BEL,1709,3247.0,2019,79,10,0,0.38938075964433316,-2.719853178540834,0.37592439546985,-0.3049529297037299,-0.3034358999899528,0.8770940731714479,0.62407560453015
BEL,1811,8600.0,2019,79,14,1,0.38938075964433316,-0.7898168676604518,0.45158985351911407,-0.3049529297037299,0.0,1.1690993667557141,0.5484101464808859
BEL,1812,1447.0,2019,79,10,0,0.38938075964433316,-0.17744011325369471,0.3784372390655877,-0.3049529297037299,0.26857204318451355,0.9378587031179897,0.6215627609344123
BEL,1920,5982.0,2019,79,10,1,0.38938075964433316,-1.675361275457936,0.4618713652471322,-0.3049529297037299,-0.0,3.434422229116286,0.5381286347528678
BEL,2011,16113.0,2019,79,6,1,0.38938075964433316,5.5559241261524805,0.45746618379990367,-0.3049529297037299,0.0,2.906274354458872,0.5425338162000963
BEL,2012,2076.0,2019,79,13,1,0.38938075964433316,-0.02023911425791134,0.4742037219828102,-0.3049529297037299,0.0,2.153276219156043,0.5257962780171899
BEL,2013,7539.0,2019,79,7,1,0.38938075964433316,2.9308374165613005,0.4594879961055078,-0.3049529297037299,0.0,2.7109832357124977,0.5405120038944922
BEL,2021,1233.0,2019,79,8,1,0.38938075964433316,-1.0055824979914711,0.4965349442625051,-0.3049529297037299,-0.0,2.2063067943960797,0.5034650557374949
BEL,2022,3728.0,2019,79,5,1,0.38938075964433316,1.3237676931007158,0.4646239424886407,-0.3049529297037299,0.0,1.2673171300225063,0.5353760575113593
BEL,2023,4687.0,2019,79,9,0,0.38938075964433316,-1.251643427445128,0.4037577495030289,-0.3049529297037299,-0.07137836057745012,0.8198476925513591,0.5962422504969711
BEL,2029,6614.0,2019,79,8,1,0.38938075964433316,2.0563813755097406,0.4275436097388741,-0.3049529297037299,0.0,1.8910896732802724,0.5724563902611259
BEL,2030,764.0,2019,79,7,1,0.38938075964433316,1.1010750824394318,0.42519845244680154,-0.3049529297037299,0.0,1.5700633618281468,0.5748015475531985
BEL,2100,29026.0,2019,79,10,1,0.38938075964433316,0.07940281723823878,0.43941793025171655,-0.3049529297037299,0.0,3.0776470822896607,0.5605820697482835
BEL,2211,367.0,2019,79,7,0,0.38938075964433316,-2.077279378010408,0.3267116349812833,-0.3049529297037299,-0.07617679954884805,0.13512994489652141,0.6732883650187167
BEL,2219,1524.0,2019,79,8,0,0.38938075964433316,-0.94016388438356,0.3219087604796339,-0.3049529297037299,0.24293170372645856,0.3631540097291374,0.6780912395203661
BEL,2220,21261.0,2019,79,7,0,0.38938075964433316,-0.8941972487015877,0.33304851510625944,-0.3049529297037299,0.2619300451851511,0.8257148443367591,0.6669514848937406
BEL,2310,0.0,2019,79,8,0,0.38938075964433316,0.16188943693278943,0.34662281630859376,-0.3049529297037299,0.35525423877383705,0.0,0.6533771836914062
BEL,2391,204.0,2019,79,9,0,0.38938075964433316,-0.5871642529845904,0.37696825949748597,-0.3049529297037299,0.1931473014126247,0.5003679938719016,0.6230317405025141
BEL,2392,2087.0,2019,79,8,1,0.38938075964433316,-2.1889030034242345,0.4495763319647227,-0.3049529297037299,-0.0,1.0503153250785082,0.5504236680352773
BEL,2393,0.0,2019,79,6,0,0.38938075964433316,-0.5674197581247038,0.31520187138574557,-0.3049529297037299,0.42312699676568016,0.0,0.6847981286142544
BEL,2394,3866.0,2019,79,13,1,0.38938075964433316,-1.191828850798759,0.4533077180086869,-0.3049529297037299,0.0,3.7308553085910634,0.5466922819913131
BEL,2395,9750.0,2019,79,14,1,0.38938075964433316,0.5843729838579368,0.45464234959734734,-0.3049529297037299,0.0,2.1931035290532326,0.5453576504026527
BEL,2396,1782.0,2019,79,6,0,0.38938075964433316,-2.0201349479024517,0.3595756822286523,-0.3049529297037299,-0.1399578299270227,0.8380962576279285,0.6404243177713477
BEL,2399,1073.0,2019,79,11,0,0.38938075964433316,0.37488248535449786,0.3856391676824994,-0.3049529297037299,0.30831014603918455,0.6427635730293696,0.6143608323175006
BEL,2410,0.0,2019,79,5,0,0.38938075964433316,0.2822719273695254,0.29123684059775634,-0.3049529297037299,0.7494696820434599,0.0,0.7087631594022437
BEL,2420,0.0,2019,79,8,0,0.38938075964433316,0.842853496495043,0.37773402620370167,-0.3049529297037299,0.4714128088990461,0.0,0.6222659737962983
BEL,2431,2112.0,2019,79,7,0,0.38938075964433316,-1.499151330594297,0.3399057226152075,-0.3049529297037299,0.13724247176319568,0.9838509748759674,0.6600942773847924
BEL,2432,316.0,2019,79,6,0,0.38938075964433316,-1.2432465826659505,0.3146477506240607,-0.3049529297037299,0.2941025661548185,0.16281158989861477,0.6853522493759393
BEL,2511,18649.0,2019,79,12,1,0.38938075964433316,-1.6371730154155548,0.45235859399578593,-0.3049529297037299,-0.0,1.0719227411501742,0.5476414060042141
BEL,2512,2249.0,2019,79,5,1,0.38938075964433316,-2.0812664743468265,0.4859496751563538,-0.3049529297037299,-0.0,1.0286903260947828,0.5140503248436462
BEL,2513,1704.0,2019,79,5,1,0.38938075964433316,0.6793767353422603,0.4516677861301453,-0.3049529297037299,0.0,3.68715828331424,0.5483322138698548
