seccion_codigo,seccion_titulo,division_codigo,division_titulo,grupo_codigo,grupo_titulo,clase_codigo,clase_titulo,base_oecd,países oecd con información,base hnd,incluye
C,Industrias manufactureras,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria de uso general,2817,Fabricación de maquinaria y equipo de oficina (excepto ordenadores y equipo periférico),2817,14,2817,1
C,Industrias manufactureras,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria de uso general,2818,Fabricación de herramientas de mano motorizadas,2818,14,,1
C,Industrias manufactureras,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria de uso general,2819,Fabricación de otros tipos de maquinaria de uso general,2819,28,2819,1
C,Industrias manufactureras,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria de uso especial,2821,Fabricación de maquinaria agropecuaria y forestal,2821,28,,1
C,Industrias manufactureras,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria de uso especial,2822,Fabricación de maquinaria para la conformación de metales y de máquinas herramienta,2822,27,2822,1
C,Industrias manufactureras,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria de uso especial,2823,Fabricación de maquinaria metalúrgica,2823,24,,1
C,Industrias manufactureras,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria de uso especial,2824,Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción,2824,26,,1
C,Industrias manufactureras,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria de uso especial,2825,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",2825,29,2825,1
C,Industrias manufactureras,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria de uso especial,2826,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros",2826,20,2826,1
C,Industrias manufactureras,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria de uso especial,2829,Fabricación de otros tipos de maquinaria de uso especial,2829,23,,1
C,Industrias manufactureras,29,"Fabricación de vehículos automotores, remolques y semirremolques",291,Fabricación de vehículos automotores,2910,Fabricación de vehículos automotores,2910,25,2910,1
C,Industrias manufactureras,29,"Fabricación de vehículos automotores, remolques y semirremolques",292,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,2920,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,2920,29,,1
C,Industrias manufactureras,29,"Fabricación de vehículos automotores, remolques y semirremolques",293,"Fabricación de partes, piezas y accesorios para vehículos automotores",2930,"Fabricación de partes, piezas y accesorios para vehículos automotores",2930,23,2930,1
C,Industrias manufactureras,30,Fabricación de otro equipo de transporte,301,Construcción de buques y otras embarcaciones,3011,Construcción de buques y estructuras flotantes,3011,25,,1
C,Industrias manufactureras,30,Fabricación de otro equipo de transporte,301,Construcción de buques y otras embarcaciones,3012,Construcción de embarcaciones de recreo y de deporte,3012,25,,1
C,Industrias manufactureras,30,Fabricación de otro equipo de transporte,302,Fabricación de locomotoras y material rodante,3020,Fabricación de locomotoras y material rodante,3020,18,,1
C,Industrias manufactureras,30,Fabricación de otro equipo de transporte,303,"Fabricación de aeronaves, naves espaciales y maquinaria conexa",3030,"Fabricación de aeronaves, naves espaciales y maquinaria conexa",3030,19,,1
C,Industrias manufactureras,30,Fabricación de otro equipo de transporte,304,Fabricación de vehículos militares de combate,3040,Fabricación de vehículos militares de combate,3040,5,,1
C,Industrias manufactureras,30,Fabricación de otro equipo de transporte,309,Fabricación de equipo de transporte n.c.p.,3091,Fabricación de motocicletas,3091,19,,1
C,Industrias manufactureras,30,Fabricación de otro equipo de transporte,309,Fabricación de equipo de transporte n.c.p.,3092,Fabricación de bicicletas y de sillones de ruedas para inválidos,3092,23,3092,1
C,Industrias manufactureras,30,Fabricación de otro equipo de transporte,309,Fabricación de equipo de transporte n.c.p.,3099,Fabricación de otros tipos de equipo de transporte n.c.p.,3099,18,3099,1
C,Industrias manufactureras,31,Fabricación de muebles,310,Fabricación de muebles,3100,Fabricación de muebles,3100,30,3100,1
C,Industrias manufactureras,32,Otras industrias manufactureras,321,"Fabricación de joyas, bisutería y artículos conexos",3211,Fabricación de joyas y artículos conexos,3211,19,3211,1
C,Industrias manufactureras,32,Otras industrias manufactureras,321,"Fabricación de joyas, bisutería y artículos conexos",3212,Fabricación de bisutería y artículos conexos,3212,21,3212,1
C,Industrias manufactureras,32,Otras industrias manufactureras,322,Fabricación de instrumentos de música,3220,Fabricación de instrumentos de música,3220,24,,1
C,Industrias manufactureras,32,Otras industrias manufactureras,323,Fabricación de artículos de deporte,3230,Fabricación de artículos de deporte,3230,26,,1
C,Industrias manufactureras,32,Otras industrias manufactureras,324,Fabricación de juegos y juguetes,3240,Fabricación de juegos y juguetes,3240,27,,1
C,Industrias manufactureras,32,Otras industrias manufactureras,325,Fabricación de instrumentos y materiales médicos y odontológicos,3250,Fabricación de instrumentos y materiales médicos y odontológicos,3250,28,3250,1
C,Industrias manufactureras,32,Otras industrias manufactureras,329,Otras industrias manufactureras n.c.p.,3290,Otras industrias manufactureras n.c.p.,3290,28,3290,1
C,Industrias manufactureras,33,Reparación e instalación de maquinaria y equipo,331,"Reparación de productos elaborados de metal, maquinaria y equipo",3311,Reparación de productos elaborados de metal,3311,30,3311,1
C,Industrias manufactureras,33,Reparación e instalación de maquinaria y equipo,331,"Reparación de productos elaborados de metal, maquinaria y equipo",3312,Reparación de maquinaria,3312,32,3312,1
C,Industrias manufactureras,33,Reparación e instalación de maquinaria y equipo,331,"Reparación de productos elaborados de metal, maquinaria y equipo",3313,Reparación de equipo electrónico y óptico,3313,28,3313,1
C,Industrias manufactureras,33,Reparación e instalación de maquinaria y equipo,331,"Reparación de productos elaborados de metal, maquinaria y equipo",3314,Reparación de equipo eléctrico,3314,29,3314,1
C,Industrias manufactureras,33,Reparación e instalación de maquinaria y equipo,331,"Reparación de productos elaborados de metal, maquinaria y equipo",3315,"Reparación de equipo de transporte, excepto vehículos automotores",3315,25,3315,1
C,Industrias manufactureras,33,Reparación e instalación de maquinaria y equipo,331,"Reparación de productos elaborados de metal, maquinaria y equipo",3319,Reparación de otros tipos de equipo,3319,30,3319,1
C,Industrias manufactureras,33,Reparación e instalación de maquinaria y equipo,332,Instalación de maquinaria y equipo industriales,3320,Instalación de maquinaria y equipo industriales,3320,30,3320,1
D,"Suministro de electricidad, gas, vapor y aire acondicionado",35,"Suministro de electricidad, gas, vapor y aire acondicionado",351,"Generación, transmisión y distribución de energía eléctrica",3510,"Generación, transmisión y distribución de energía eléctrica",3510,16,3510,1
D,"Suministro de electricidad, gas, vapor y aire acondicionado",35,"Suministro de electricidad, gas, vapor y aire acondicionado",352,Fabricación de gas; distribución de combustibles gaseosos por tuberías,3520,Fabricación de gas; distribución de combustibles gaseosos por tuberías,3520,9,3520,1
D,"Suministro de electricidad, gas, vapor y aire acondicionado",35,"Suministro de electricidad, gas, vapor y aire acondicionado",353,Suministro de vapor y de aire acondicionado,3530,Suministro de vapor y de aire acondicionado,3530,25,3530,1
E,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",36,"Captación, tratamiento y distribución de agua",360,"Captación, tratamiento y distribución de agua",3600,"Captación, tratamiento y distribución de agua",3600,29,3600,1
E,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",37,Evacuación de aguas residuales,370,Evacuación de aguas residuales,3700,Evacuación de aguas residuales,3700,29,3700,1
E,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",38,"Recogida, tratamiento y eliminación de desechos; recuperación de materiales",381,Recogida de desechos,3811,Recogida de desechos no peligrosos,3811,30,3811,1
E,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",38,"Recogida, tratamiento y eliminación de desechos; recuperación de materiales",381,Recogida de desechos,3812,Recogida de desechos peligrosos,3812,27,,1
E,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",38,"Recogida, tratamiento y eliminación de desechos; recuperación de materiales",382,Tratamiento y eliminación de desechos,3821,Tratamiento y eliminación de desechos no peligrosos,3821,27,3821,1
E,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",38,"Recogida, tratamiento y eliminación de desechos; recuperación de materiales",382,Tratamiento y eliminación de desechos,3822,Tratamiento y eliminación de desechos peligrosos,3822,25,3822,1
E,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",38,"Recogida, tratamiento y eliminación de desechos; recuperación de materiales",383,Recuperación de materiales,3830,Recuperación de materiales,3830,26,3830,1
E,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",39,Actividades de descontaminación y otros servicios de gestión de desechos,390,Actividades de descontaminación y otros servicios de gestión de desechos,3900,Actividades de descontaminación y otros servicios de gestión de desechos,3900,26,3900,1
F,Construcción,41,Construcción de edificios,410,Construcción de edificios,4100,Construcción de edificios,4100,31,4100,1
F,Construcción,42,Obras de ingeniería civil,421,Construcción de carreteras y vías de ferrocarril,4210,Construcción de carreteras y vías de ferrocarril,4210,26,4210,1
F,Construcción,42,Obras de ingeniería civil,422,Construcción de proyectos de servicio público,4220,Construcción de proyectos de servicio público,4220,29,4220,1
F,Construcción,42,Obras de ingeniería civil,429,Construcción de otras obras de ingeniería civil,4290,Construcción de otras obras de ingeniería civil,4290,28,4290,1
F,Construcción,43,Actividades especializadas de construcción,431,Demolición y preparación del terreno,4311,Demolición,4311,27,,1
F,Construcción,43,Actividades especializadas de construcción,431,Demolición y preparación del terreno,4312,Preparación del terreno,4312,27,4312,1
F,Construcción,43,Actividades especializadas de construcción,432,Instalaciones eléctricas y de fontanería y otras instalaciones para obras de construcción,4321,Instalaciones eléctricas,4321,31,4321,1
F,Construcción,43,Actividades especializadas de construcción,432,Instalaciones eléctricas y de fontanería y otras instalaciones para obras de construcción,4322,"Instalaciones de fontanería, calefacción y aire acondicionado",4322,32,4322,1
F,Construcción,43,Actividades especializadas de construcción,432,Instalaciones eléctricas y de fontanería y otras instalaciones para obras de construcción,4329,Otras instalaciones para obras de construcción,4329,31,4329,1
F,Construcción,43,Actividades especializadas de construcción,433,Terminación y acabado de edificios,4330,Terminación y acabado de edificios,4330,29,4330,1
F,Construcción,43,Actividades especializadas de construcción,439,Otras actividades especializadas de construcción,4390,Otras actividades especializadas de construcción,4390,30,4390,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,45,Comercio al por mayor y al por menor y reparación de vehículos automotores y motocicletas,451,Venta de vehículos automotores,4510,Venta de vehículos automotores,4510,31,4510,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,45,Comercio al por mayor y al por menor y reparación de vehículos automotores y motocicletas,452,Mantenimiento y reparación de vehículos automotores,4520,Mantenimiento y reparación de vehículos automotores,4520,32,4520,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,45,Comercio al por mayor y al por menor y reparación de vehículos automotores y motocicletas,453,"Venta de partes, piezas y accesorios para vehículos automotores",4530,"Venta de partes, piezas y accesorios para vehículos automotores",4530,32,4530,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,45,Comercio al por mayor y al por menor y reparación de vehículos automotores y motocicletas,454,"Venta, mantenimiento y reparación de motocicletas y sus partes, piezas y accesorios",4540,"Venta, mantenimiento y reparación de motocicletas y sus partes, piezas y accesorios",4540,32,4540,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,46,"Comercio al por mayor, excepto el de vehículos automotores y motocicletas",461,Venta al por mayor a cambio de una retribución o por contrata,4610,Venta al por mayor a cambio de una retribución o por contrata,4610,27,4610,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,46,"Comercio al por mayor, excepto el de vehículos automotores y motocicletas",462,Venta al por mayor de materias primas agropecuarias y animales vivos,4620,Venta al por mayor de materias primas agropecuarias y animales vivos,4620,28,4620,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,46,"Comercio al por mayor, excepto el de vehículos automotores y motocicletas",463,"Venta al por mayor de alimentos, bebidas y tabaco",4630,"Venta al por mayor de alimentos, bebidas y tabaco",4630,29,4630,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,46,"Comercio al por mayor, excepto el de vehículos automotores y motocicletas",464,Venta al por mayor de enseres domésticos,4641,"Venta al por mayor de productos textiles, prendas de vestir y calzado",4641,33,4641,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,46,"Comercio al por mayor, excepto el de vehículos automotores y motocicletas",464,Venta al por mayor de enseres domésticos,4649,Venta al por mayor de otros enseres domésticos,4649,31,4649,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,46,"Comercio al por mayor, excepto el de vehículos automotores y motocicletas",465,"Venta al por mayor de maquinaria, equipo y materiales",4651,"Venta al por mayor de ordenadores, equipo periférico y programas de informática",4651,33,4651,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,46,"Comercio al por mayor, excepto el de vehículos automotores y motocicletas",465,"Venta al por mayor de maquinaria, equipo y materiales",4652,"Venta al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",4652,33,4652,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,46,"Comercio al por mayor, excepto el de vehículos automotores y motocicletas",465,"Venta al por mayor de maquinaria, equipo y materiales",4653,"Venta al por mayor de maquinaria, equipo y materiales agropecuarios",4653,33,4653,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,46,"Comercio al por mayor, excepto el de vehículos automotores y motocicletas",465,"Venta al por mayor de maquinaria, equipo y materiales",4659,Venta al por mayor de otros tipos de maquinaria y equipo,4659,26,4659,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,46,"Comercio al por mayor, excepto el de vehículos automotores y motocicletas",466,Otras actividades de venta al por mayor especializada,4661,"Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos",4661,34,4661,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,46,"Comercio al por mayor, excepto el de vehículos automotores y motocicletas",466,Otras actividades de venta al por mayor especializada,4662,Venta al por mayor de metales y minerales metalíferos,4662,33,4662,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,46,"Comercio al por mayor, excepto el de vehículos automotores y motocicletas",466,Otras actividades de venta al por mayor especializada,4663,"Venta al por mayor de materiales de construcción, artículos de ferretería y equipo y materiales de fontanería y calefacción",4663,33,4663,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,46,"Comercio al por mayor, excepto el de vehículos automotores y motocicletas",466,Otras actividades de venta al por mayor especializada,4669,"Venta al por mayor de desperdicios, desechos y chatarra y otros productos n.c.p.",4669,32,4669,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,46,"Comercio al por mayor, excepto el de vehículos automotores y motocicletas",469,Venta al por mayor no especializada,4690,Venta al por mayor no especializada,4690,32,4690,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",471,Venta al por menor en comercios no especializados,4711,"Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco",4711,33,4711,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",471,Venta al por menor en comercios no especializados,4719,Otras actividades de venta al por menor en comercios no especializados,4719,34,4719,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",472,"Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",4721,Venta al por menor de alimentos en comercios especializados,4721,28,4721,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",472,"Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",4722,Venta al por menor de bebidas en comercios especializados,4722,30,4722,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",472,"Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",4723,Venta al por menor de productos de tabaco en comercios especializados,4723,31,,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",473,Venta al por menor de combustibles para vehículos automotores en comercios especializados,4730,Venta al por menor de combustibles para vehículos automotores en comercios especializados,4730,30,4730,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",474,Venta al por menor de equipo de información y de comunicaciones en comercios especializados,4741,"Venta al por menor de ordenadores, equipo periférico, programas de informática y equipo de telecomunicaciones en comercios especializados",4741,33,4741,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",474,Venta al por menor de equipo de información y de comunicaciones en comercios especializados,4742,Venta al por menor de equipo de sonido y de video en comercios especializados,4742,30,4742,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",475,Venta al por menor de otros enseres domésticos en comercios especializados,4751,Venta al por menor de productos textiles en comercios especializados,4751,34,4751,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",475,Venta al por menor de otros enseres domésticos en comercios especializados,4752,"Venta al por menor de artículos de ferretería, pinturas y productos de vidrio en comercios especializados",4752,35,4752,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",475,Venta al por menor de otros enseres domésticos en comercios especializados,4753,"Venta al por menor de tapices, alfombras y cubrimientos para paredes y pisos en comercios especializados",4753,33,4753,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",475,Venta al por menor de otros enseres domésticos en comercios especializados,4759,"Venta al por menor de aparatos eléctricos de uso doméstico, muebles, equipo de iluminación y otros enseres domésticos en comercios especializados",4759,34,4759,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",476,Venta al por menor de productos culturales y recreativos en comercios especializados,4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados",4761,32,4761,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",476,Venta al por menor de productos culturales y recreativos en comercios especializados,4762,Venta al por menor de grabaciones de música y de vídeo en comercios especializados,4762,32,4762,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",476,Venta al por menor de productos culturales y recreativos en comercios especializados,4763,Venta al por menor de equipo de deporte en comercios especializados,4763,33,4763,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",476,Venta al por menor de productos culturales y recreativos en comercios especializados,4764,Venta al por menor de juegos y juguetes en comercios especializados,4764,33,4764,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",477,Venta al por menor de otros productos en comercios especializados,4771,"Venta al por menor de prendas de vestir, calzado y artículos de cuero en comercios especializados",4771,35,4771,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",477,Venta al por menor de otros productos en comercios especializados,4772,"Venta al por menor de productos farmacéuticos y médicos, cosméticos y artículos de tocador en comercios especializados",4772,34,4772,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",477,Venta al por menor de otros productos en comercios especializados,4773,Venta al por menor de otros productos nuevos en comercios especializados,4773,33,4773,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",477,Venta al por menor de otros productos en comercios especializados,4774,Venta al por menor de artículos de segunda mano,4774,33,4774,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",478,Venta al por menor en puestos de venta y mercados,4781,"Venta al por menor de alimentos, bebidas y tabaco en puestos de venta y mercados",4781,31,4781,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",478,Venta al por menor en puestos de venta y mercados,4782,"Venta al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercados",4782,29,4782,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",478,Venta al por menor en puestos de venta y mercados,4789,Venta al por menor de otros productos en puestos de venta y mercados,4789,30,4789,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",479,"Venta al por menor no realizada en comercios, puestos de venta o mercados",4791,Venta al por menor por correo y por Internet,4791,33,4791,1
G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,"Comercio al por menor, excepto el de vehículos automotores y motocicletas",479,"Venta al por menor no realizada en comercios, puestos de venta o mercados",4799,"Otras actividades de venta al por menor no realizadas en comercios, puestos de venta o mercados",4799,34,4799,1
H,Transporte y almacenamiento,49,Transporte por vía terrestre y transporte por tuberías,491,Transporte por ferrocarril,4911,Transporte interurbano de pasajeros por ferrocarril,4911,9,4911,1
H,Transporte y almacenamiento,49,Transporte por vía terrestre y transporte por tuberías,491,Transporte por ferrocarril,4912,Transporte de carga por ferrocarril,4912,14,4912,1
H,Transporte y almacenamiento,49,Transporte por vía terrestre y transporte por tuberías,492,Otras actividades de transporte por vía terrestre,4921,Transporte urbano y suburbano de pasajeros por vía terrestre,4921,29,4921,1
H,Transporte y almacenamiento,49,Transporte por vía terrestre y transporte por tuberías,492,Otras actividades de transporte por vía terrestre,4922,Otras actividades de transporte por vía terrestre,4922,24,4922,1
H,Transporte y almacenamiento,49,Transporte por vía terrestre y transporte por tuberías,492,Otras actividades de transporte por vía terrestre,4923,Transporte de carga por carretera,4923,33,4923,1
H,Transporte y almacenamiento,49,Transporte por vía terrestre y transporte por tuberías,493,Transporte por tuberías,4930,Transporte por tuberías,4930,9,,1
H,Transporte y almacenamiento,50,Transporte por vía acuática,501,Transporte marítimo y de cabotaje,5011,Transporte de pasajeros marítimo y de cabotaje,5011,22,5011,1
H,Transporte y almacenamiento,50,Transporte por vía acuática,501,Transporte marítimo y de cabotaje,5012,Transporte de carga marítimo y de cabotaje,5012,26,5012,1
H,Transporte y almacenamiento,50,Transporte por vía acuática,502,Transporte por vías de navegación interiores,5021,Transporte de pasajeros por vías de navegación interiores,5021,22,5021,1
H,Transporte y almacenamiento,50,Transporte por vía acuática,502,Transporte por vías de navegación interiores,5022,Transporte de carga por vías de navegación interiores,5022,19,,1
H,Transporte y almacenamiento,51,Transporte por vía aérea,511,Transporte de pasajeros por vía aérea,5110,Transporte de pasajeros por vía aérea,5110,17,5110,1
H,Transporte y almacenamiento,51,Transporte por vía aérea,512,Transporte de carga por vía aérea,5120,Transporte de carga por vía aérea,5120,15,5120,1
H,Transporte y almacenamiento,52,Almacenamiento y actividades de apoyo al transporte,521,Almacenamiento y depósito,5210,Almacenamiento y depósito,5210,30,5210,1
H,Transporte y almacenamiento,52,Almacenamiento y actividades de apoyo al transporte,522,Actividades de apoyo al transporte,5221,Actividades de servicios vinculadas al transporte terrestre,5221,32,5221,1
H,Transporte y almacenamiento,52,Almacenamiento y actividades de apoyo al transporte,522,Actividades de apoyo al transporte,5222,Actividades de servicios vinculadas al transporte acuático,5222,28,5222,1
H,Transporte y almacenamiento,52,Almacenamiento y actividades de apoyo al transporte,522,Actividades de apoyo al transporte,5223,Actividades de servicios vinculadas al transporte aéreo,5223,31,5223,1
H,Transporte y almacenamiento,52,Almacenamiento y actividades de apoyo al transporte,522,Actividades de apoyo al transporte,5224,Manipulación de la carga,5224,30,5224,1
H,Transporte y almacenamiento,52,Almacenamiento y actividades de apoyo al transporte,522,Actividades de apoyo al transporte,5229,Otras actividades de apoyo al transporte,5229,34,5229,1
H,Transporte y almacenamiento,53,Actividades postales y de mensajería,531,Actividades postales,5310,Actividades postales,5310,8,5310,1
H,Transporte y almacenamiento,53,Actividades postales y de mensajería,532,Actividades de mensajería,5320,Actividades de mensajería,5320,11,5320,1
I,Actividades de alojamiento y de servicio de comidas,55,Actividades de alojamiento,551,Actividades de alojamiento para estancias cortas,5510,Actividades de alojamiento para estancias cortas,5510,30,5510,1
I,Actividades de alojamiento y de servicio de comidas,55,Actividades de alojamiento,552,"Actividades de campamentos, parques de vehículos recreativos y parques de caravanas",5520,"Actividades de campamentos, parques de vehículos recreativos y parques de caravanas",5520,27,5520,1
I,Actividades de alojamiento y de servicio de comidas,55,Actividades de alojamiento,559,Otras actividades de alojamiento,5590,Otras actividades de alojamiento,5590,29,5590,1
I,Actividades de alojamiento y de servicio de comidas,56,Actividades de servicio de comidas y bebidas,561,Actividades de restaurantes y de servicio móvil de comidas,5610,Actividades de restaurantes y de servicio móvil de comidas,5610,32,5610,1
I,Actividades de alojamiento y de servicio de comidas,56,Actividades de servicio de comidas y bebidas,562,Suministro de comidas por encargo y otras actividades de servicio de comidas,5621,Suministro de comidas por encargo,5621,31,5621,1
I,Actividades de alojamiento y de servicio de comidas,56,Actividades de servicio de comidas y bebidas,562,Suministro de comidas por encargo y otras actividades de servicio de comidas,5629,Otras actividades de servicio de comidas,5629,33,5629,1
I,Actividades de alojamiento y de servicio de comidas,56,Actividades de servicio de comidas y bebidas,563,Actividades de servicio de bebidas,5630,Actividades de servicio de bebidas,5630,31,5630,1
J,Información y comunicaciones,58,Actividades de edición,581,Edición de libros y publicaciones periódicas y otras actividades de edición,5811,Edición de libros,5811,32,5811,1
J,Información y comunicaciones,58,Actividades de edición,581,Edición de libros y publicaciones periódicas y otras actividades de edición,5812,Edición de directorios y listas de correo,5812,18,,1
J,Información y comunicaciones,58,Actividades de edición,581,Edición de libros y publicaciones periódicas y otras actividades de edición,5813,"Edición de periódicos, revistas y otras publicaciones periódicas",5813,28,5813,1
J,Información y comunicaciones,58,Actividades de edición,581,Edición de libros y publicaciones periódicas y otras actividades de edición,5819,Otras actividades de edición,5819,25,5819,1
J,Información y comunicaciones,58,Actividades de edición,582,Edición de programas informáticos,5820,Edición de programas informáticos,5820,27,5820,1
J,Información y comunicaciones,59,"Actividades de producción de películas cinematográficas, vídeos y programas de televisión, grabación de sonido y edición de música",591,"Actividades de producción de películas cinematográficas, vídeos y programas de televisión",5911,"Actividades de producción de películas cinematográficas, vídeos y programas de televisión",5911,33,5911,1
J,Información y comunicaciones,59,"Actividades de producción de películas cinematográficas, vídeos y programas de televisión, grabación de sonido y edición de música",591,"Actividades de producción de películas cinematográficas, vídeos y programas de televisión",5912,"Actividades de postproducción de películas cinematográficas, vídeos y programas de televisión",5912,31,5912,1
J,Información y comunicaciones,59,"Actividades de producción de películas cinematográficas, vídeos y programas de televisión, grabación de sonido y edición de música",591,"Actividades de producción de películas cinematográficas, vídeos y programas de televisión",5913,"Actividades de distribución de películas cinematográficas, vídeos y programas de televisión",5913,29,,1
