seccion_codigo,seccion_titulo,division_codigo,division_titulo,grupo_codigo,grupo_titulo,clase_codigo,clase_titulo,base_oecd,países oecd con información,base hnd,incluye
A,"Agricultura, ganadería, silvicultura y pesca",1,"Agricultura, ganadería, caza y actividades de servicios conexas",16,Actividades de apoyo a la agricultura y la ganadería y actividades poscosecha,164,Tratamiento de semillas para propagación,,,164,0
A,"Agricultura, ganadería, silvicultura y pesca",1,"Agricultura, ganadería, caza y actividades de servicios conexas",17,Caza ordinaria y mediante trampas y actividades de servicios conexas,170,Caza ordinaria y mediante trampas y actividades de servicios conexas,,,,0
A,"Agricultura, ganadería, silvicultura y pesca",2,Silvicultura y extracción de madera,21,Silvicultura y otras actividades forestales,210,Silvicultura y otras actividades forestales,,,210,0
A,"Agricultura, ganadería, silvicultura y pesca",2,Silvicultura y extracción de madera,22,Extracción de madera,220,Extracción de madera,,,220,0
A,"Agricultura, ganadería, silvicultura y pesca",2,Silvicultura y extracción de madera,23,Recolección de productos forestales distintos de la madera,230,Recolección de productos forestales distintos de la madera,,,230,0
A,"Agricultura, ganadería, silvicultura y pesca",2,Silvicultura y extracción de madera,24,Servicios de apoyo a la silvicultura,240,Servicios de apoyo a la silvicultura,,,240,0
A,"Agricultura, ganadería, silvicultura y pesca",3,Pesca y acuicultura,31,Pesca,311,Pesca marítima,,,311,0
A,"Agricultura, ganadería, silvicultura y pesca",3,Pesca y acuicultura,31,Pesca,312,Pesca de agua dulce,,,312,0
A,"Agricultura, ganadería, silvicultura y pesca",3,Pesca y acuicultura,32,Acuicultura,321,Acuicultura marina,,,321,0
A,"Agricultura, ganadería, silvicultura y pesca",3,Pesca y acuicultura,32,Acuicultura,322,Acuicultura de agua dulce,,,322,0
B,Explotación de minas y canteras,5,Extracción de carbón de piedra y lignito,51,Extracción de carbón de piedra,510,Extracción de carbón de piedra,510,4,510,0
B,Explotación de minas y canteras,5,Extracción de carbón de piedra y lignito,52,Extracción de lignito,520,Extracción de lignito,520,2,,0
B,Explotación de minas y canteras,6,Extracción de petróleo crudo y gas natural,61,Extracción de petróleo crudo,610,Extracción de petróleo crudo,610,9,,0
B,Explotación de minas y canteras,6,Extracción de petróleo crudo y gas natural,62,Extracción de gas natural,620,Extracción de gas natural,620,8,,0
B,Explotación de minas y canteras,7,Extracción de minerales metalíferos,71,Extracción de minerales de hierro,710,Extracción de minerales de hierro,710,3,710,0
B,Explotación de minas y canteras,7,Extracción de minerales metalíferos,72,Extracción de minerales metalíferos no ferrosos,721,Extracción de minerales de uranio y torio,,,,0
B,Explotación de minas y canteras,7,Extracción de minerales metalíferos,72,Extracción de minerales metalíferos no ferrosos,729,Extracción de otros minerales metalíferos no ferrosos,729,6,729,0
B,Explotación de minas y canteras,8,Explotación de otras minas y canteras,81,"Extracción de piedra, arena y arcilla",810,"Extracción de piedra, arena y arcilla",810,27,810,1
B,Explotación de minas y canteras,8,Explotación de otras minas y canteras,89,Explotación de minas y canteras n.c.p.,891,Extracción de minerales para la fabricación de abonos y productos químicos,891,8,,0
B,Explotación de minas y canteras,8,Explotación de otras minas y canteras,89,Explotación de minas y canteras n.c.p.,892,Extracción de turba,892,14,,0
B,Explotación de minas y canteras,8,Explotación de otras minas y canteras,89,Explotación de minas y canteras n.c.p.,893,Extracción de sal,893,9,893,0
B,Explotación de minas y canteras,8,Explotación de otras minas y canteras,89,Explotación de minas y canteras n.c.p.,899,Explotación de otras minas y canteras n.c.p.,899,22,899,1
B,Explotación de minas y canteras,9,Actividades de servicios de apoyo para la explotación de minas y canteras,91,Actividades de apoyo para la extracción de petróleo y gas natural,910,Actividades de apoyo para la extracción de petróleo y gas natural,910,15,910,1
B,Explotación de minas y canteras,9,Actividades de servicios de apoyo para la explotación de minas y canteras,99,Actividades de apoyo para otras actividades de explotación de minas y canteras,990,Actividades de apoyo para otras actividades de explotación de minas y canteras,990,20,990,1
C,Industrias manufactureras,10,Elaboración de productos alimenticios,101,Elaboración y conservación de carne,1010,Elaboración y conservación de carne,1010,27,1010,1
C,Industrias manufactureras,10,Elaboración de productos alimenticios,102,"Elaboración y conservación de pescado, crustáceos y moluscos",1020,"Elaboración y conservación de pescado, crustáceos y moluscos",1020,25,1020,1
C,Industrias manufactureras,10,Elaboración de productos alimenticios,103,"Elaboración y conservación de frutas, legumbres y hortalizas",1030,"Elaboración y conservación de frutas, legumbres y hortalizas",1030,24,1030,1
C,Industrias manufactureras,10,Elaboración de productos alimenticios,104,Elaboración de aceites y grasas de origen vegetal y animal,1040,Elaboración de aceites y grasas de origen vegetal y animal,1040,17,1040,1
C,Industrias manufactureras,10,Elaboración de productos alimenticios,105,Elaboración de productos lácteos,1050,Elaboración de productos lácteos,1050,29,1050,1
C,Industrias manufactureras,10,Elaboración de productos alimenticios,106,"Elaboración de productos de molinería, almidones y productos derivados del almidón",1061,Elaboración de productos de molinería,1061,22,,1
C,Industrias manufactureras,10,Elaboración de productos alimenticios,106,"Elaboración de productos de molinería, almidones y productos derivados del almidón",1062,Elaboración de almidones y productos derivados del almidón,1062,16,1062,1
C,Industrias manufactureras,10,Elaboración de productos alimenticios,107,Elaboración de otros productos alimenticios,1071,Elaboración de productos de panadería,1071,31,1071,1
C,Industrias manufactureras,10,Elaboración de productos alimenticios,107,Elaboración de otros productos alimenticios,1072,Elaboración de azúcar,1072,18,1072,1
C,Industrias manufactureras,10,Elaboración de productos alimenticios,107,Elaboración de otros productos alimenticios,1073,Elaboración de cacao y chocolate y de productos de confitería,1073,31,1073,1
C,Industrias manufactureras,10,Elaboración de productos alimenticios,107,Elaboración de otros productos alimenticios,1074,"Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares",1074,28,1074,1
C,Industrias manufactureras,10,Elaboración de productos alimenticios,107,Elaboración de otros productos alimenticios,1075,Elaboración de comidas y platos preparados,1075,29,1075,1
C,Industrias manufactureras,10,Elaboración de productos alimenticios,107,Elaboración de otros productos alimenticios,1079,Elaboración de otros productos alimenticios n.c.p.,1079,21,1079,1
C,Industrias manufactureras,10,Elaboración de productos alimenticios,108,Elaboración de piensos preparados para animales,1080,Elaboración de piensos preparados para animales,1080,27,1080,1
C,Industrias manufactureras,11,Elaboración de bebidas,110,Elaboración de bebidas,1101,"Destilación, rectificación y mezcla de bebidas alcohólicas",1101,27,1101,1
C,Industrias manufactureras,11,Elaboración de bebidas,110,Elaboración de bebidas,1102,Elaboración de vinos,1102,12,1102,1
C,Industrias manufactureras,11,Elaboración de bebidas,110,Elaboración de bebidas,1103,Elaboración de bebidas malteadas y de malta,1103,16,1103,1
C,Industrias manufactureras,11,Elaboración de bebidas,110,Elaboración de bebidas,1104,Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas,1104,29,1104,1
C,Industrias manufactureras,12,Elaboración de productos de tabaco,120,Elaboración de productos de tabaco,1200,Elaboración de productos de tabaco,1200,17,1200,1
C,Industrias manufactureras,13,Fabricación de productos textiles,131,"Hilatura, tejedura y acabado de productos textiles",1311,Preparación e hilatura de fibras textiles,1311,25,1311,1
C,Industrias manufactureras,13,Fabricación de productos textiles,131,"Hilatura, tejedura y acabado de productos textiles",1312,Tejedura de productos textiles,1312,26,1312,1
C,Industrias manufactureras,13,Fabricación de productos textiles,131,"Hilatura, tejedura y acabado de productos textiles",1313,Acabado de productos textiles,1313,29,1313,1
C,Industrias manufactureras,13,Fabricación de productos textiles,139,Fabricación de otros productos textiles,1391,Fabricación de tejidos de punto y ganchillo,1391,25,1391,1
C,Industrias manufactureras,13,Fabricación de productos textiles,139,Fabricación de otros productos textiles,1392,"Fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir",1392,32,1392,1
C,Industrias manufactureras,13,Fabricación de productos textiles,139,Fabricación de otros productos textiles,1393,Fabricación de tapices y alfombras,1393,24,,1
C,Industrias manufactureras,13,Fabricación de productos textiles,139,Fabricación de otros productos textiles,1394,"Fabricación de cuerdas, cordeles, bramantes y redes",1394,28,,1
C,Industrias manufactureras,13,Fabricación de productos textiles,139,Fabricación de otros productos textiles,1399,Fabricación de otros productos textiles n.c.p.,1399,26,1399,1
C,Industrias manufactureras,14,Fabricación de prendas de vestir,141,"Fabricación de prendas de vestir, excepto prendas de piel",1410,"Fabricación de prendas de vestir, excepto prendas de piel",1410,25,1410,1
C,Industrias manufactureras,14,Fabricación de prendas de vestir,142,Fabricación de artículos de piel,1420,Fabricación de artículos de piel,1420,22,1420,1
C,Industrias manufactureras,14,Fabricación de prendas de vestir,143,Fabricación de artículos de punto y ganchillo,1430,Fabricación de artículos de punto y ganchillo,1430,22,,1
C,Industrias manufactureras,15,Fabricación de productos de cuero y productos conexos,151,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano y artículos de talabartería y guarnicionería; adobo y teñido de pieles",1511,Curtido y adobo de cueros; adobo y teñido de pieles,1511,26,1511,1
C,Industrias manufactureras,15,Fabricación de productos de cuero y productos conexos,151,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano y artículos de talabartería y guarnicionería; adobo y teñido de pieles",1512,"Fabricación de maletas, bolsos de mano y artículos similares, y de artículos de talabartería y guarnicionería",1512,26,1512,1
C,Industrias manufactureras,15,Fabricación de productos de cuero y productos conexos,152,Fabricación de calzado,1520,Fabricación de calzado,1520,26,1520,1
C,Industrias manufactureras,16,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",161,Aserrado y acepilladura de madera,1610,Aserrado y acepilladura de madera,1610,29,1610,1
C,Industrias manufactureras,16,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",162,"Fabricación de productos de madera, corcho, paja y materiales trenzables",1621,Fabricación de hojas de madera para enchapado y tableros a base de madera,1621,28,1621,1
C,Industrias manufactureras,16,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",162,"Fabricación de productos de madera, corcho, paja y materiales trenzables",1622,Fabricación de partes y piezas de carpintería para edificios y construcciones,1622,26,1622,1
C,Industrias manufactureras,16,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",162,"Fabricación de productos de madera, corcho, paja y materiales trenzables",1623,Fabricación de recipientes de madera,1623,29,1623,1
C,Industrias manufactureras,16,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",162,"Fabricación de productos de madera, corcho, paja y materiales trenzables",1629,"Fabricación de otros productos de madera; fabricación de artículos de corcho, paja y materiales trenzables",1629,31,1629,1
C,Industrias manufactureras,17,Fabricación de papel y de productos de papel,170,Fabricación de papel y de productos de papel,1701,"Fabricación de pasta de madera, papel y cartón",1701,17,1701,1
C,Industrias manufactureras,17,Fabricación de papel y de productos de papel,170,Fabricación de papel y de productos de papel,1702,Fabricación de papel y cartón ondulado y de envases de papel y cartón,1702,32,1702,1
C,Industrias manufactureras,17,Fabricación de papel y de productos de papel,170,Fabricación de papel y de productos de papel,1709,Fabricación de otros artículos de papel y cartón,1709,22,1709,1
C,Industrias manufactureras,18,Impresión y reproducción de grabaciones,181,Impresión y actividades de servicios relacionadas con la impresión,1811,Impresión,1811,25,1811,1
C,Industrias manufactureras,18,Impresión y reproducción de grabaciones,181,Impresión y actividades de servicios relacionadas con la impresión,1812,Actividades de servicios relacionadas con la impresión,1812,27,1812,1
C,Industrias manufactureras,18,Impresión y reproducción de grabaciones,182,Reproducción de grabaciones,1820,Reproducción de grabaciones,1820,26,1820,1
C,Industrias manufactureras,19,Fabricación de coque y productos de la refinación del petróleo,191,Fabricación de productos de hornos de coque,1910,Fabricación de productos de hornos de coque,1910,7,1910,1
C,Industrias manufactureras,19,Fabricación de coque y productos de la refinación del petróleo,192,Fabricación de productos de la refinación del petróleo,1920,Fabricación de productos de la refinación del petróleo,1920,16,1920,1
C,Industrias manufactureras,20,Fabricación de sustancias y productos químicos,201,"Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias",2011,Fabricación de sustancias químicas básicas,2011,16,2011,1
C,Industrias manufactureras,20,Fabricación de sustancias y productos químicos,201,"Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias",2012,Fabricación de abonos y compuestos de nitrógeno,2012,25,2012,1
C,Industrias manufactureras,20,Fabricación de sustancias y productos químicos,201,"Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias",2013,Fabricación de plásticos y caucho sintético en formas primarias,2013,18,2013,1
C,Industrias manufactureras,20,Fabricación de sustancias y productos químicos,202,Fabricación de otros productos químicos,2021,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,2021,21,2021,1
C,Industrias manufactureras,20,Fabricación de sustancias y productos químicos,202,Fabricación de otros productos químicos,2022,"Fabricación de pinturas, barnices y productos de revestimiento similares, tintas de imprenta y masillas",2022,29,2022,1
C,Industrias manufactureras,20,Fabricación de sustancias y productos químicos,202,Fabricación de otros productos químicos,2023,"Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador",2023,30,2023,1
C,Industrias manufactureras,20,Fabricación de sustancias y productos químicos,202,Fabricación de otros productos químicos,2029,Fabricación de otros productos químicos n.c.p.,2029,21,2029,1
C,Industrias manufactureras,20,Fabricación de sustancias y productos químicos,203,Fabricación de fibras artificiales,2030,Fabricación de fibras artificiales,2030,19,2030,1
C,Industrias manufactureras,21,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",210,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",2100,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",2100,20,2100,1
C,Industrias manufactureras,22,Fabricación de productos de caucho y de plástico,221,Fabricación de productos de caucho,2211,Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho,2211,26,2211,1
C,Industrias manufactureras,22,Fabricación de productos de caucho y de plástico,221,Fabricación de productos de caucho,2219,Fabricación de otros productos de caucho,2219,27,2219,1
C,Industrias manufactureras,22,Fabricación de productos de caucho y de plástico,222,Fabricación de productos de plástico,2220,Fabricación de productos de plástico,2220,30,2220,1
C,Industrias manufactureras,23,Fabricación de otros productos minerales no metálicos,231,Fabricación de vidrio y productos de vidrio,2310,Fabricación de vidrio y productos de vidrio,2310,15,2310,1
C,Industrias manufactureras,23,Fabricación de otros productos minerales no metálicos,239,Fabricación de productos minerales no metálicos n.c.p.,2391,Fabricación de productos refractarios,2391,26,2391,1
C,Industrias manufactureras,23,Fabricación de otros productos minerales no metálicos,239,Fabricación de productos minerales no metálicos n.c.p.,2392,Fabricación de materiales de construcción de arcilla,2392,25,2392,1
C,Industrias manufactureras,23,Fabricación de otros productos minerales no metálicos,239,Fabricación de productos minerales no metálicos n.c.p.,2393,Fabricación de otros productos de porcelana y de cerámica,2393,13,2393,1
C,Industrias manufactureras,23,Fabricación de otros productos minerales no metálicos,239,Fabricación de productos minerales no metálicos n.c.p.,2394,"Fabricación de cemento, cal y yeso",2394,16,2394,1
C,Industrias manufactureras,23,Fabricación de otros productos minerales no metálicos,239,Fabricación de productos minerales no metálicos n.c.p.,2395,"Fabricación de artículos de hormigón, cemento y yeso",2395,20,2395,1
C,Industrias manufactureras,23,Fabricación de otros productos minerales no metálicos,239,Fabricación de productos minerales no metálicos n.c.p.,2396,"Corte, talla y acabado de la piedra",2396,33,2396,1
C,Industrias manufactureras,23,Fabricación de otros productos minerales no metálicos,239,Fabricación de productos minerales no metálicos n.c.p.,2399,Fabricación de otros productos minerales no metálicos n.c.p.,2399,26,2399,1
C,Industrias manufactureras,24,Fabricación de metales comunes,241,Industrias básicas de hierro y acero,2410,Industrias básicas de hierro y acero,2410,13,2410,1
C,Industrias manufactureras,24,Fabricación de metales comunes,242,Fabricación de productos primarios de metales preciosos y otros metales no ferrosos,2420,Fabricación de productos primarios de metales preciosos y otros metales no ferrosos,2420,10,2420,1
C,Industrias manufactureras,24,Fabricación de metales comunes,243,Fundición de metales,2431,Fundición de hierro y acero,2431,24,2431,1
C,Industrias manufactureras,24,Fabricación de metales comunes,243,Fundición de metales,2432,Fundición de metales no ferrosos,2432,23,2432,1
C,Industrias manufactureras,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",251,"Fabricación de productos metálicos para uso estructural, tanques, depósitos y recipientes de metal",2511,Fabricación de productos metálicos para uso estructural,2511,33,2511,1
C,Industrias manufactureras,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",251,"Fabricación de productos metálicos para uso estructural, tanques, depósitos y recipientes de metal",2512,"Fabricación de tanques, depósitos y recipientes de metal",2512,27,2512,1
C,Industrias manufactureras,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",251,"Fabricación de productos metálicos para uso estructural, tanques, depósitos y recipientes de metal",2513,"Fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central",2513,21,2513,1
C,Industrias manufactureras,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",252,Fabricación de armas y municiones,2520,Fabricación de armas y municiones,2520,20,2520,1
C,Industrias manufactureras,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",259,Fabricación de otros productos elaborados de metal; actividades de servicios de trabajo de metales,2591,"Forja, prensado, estampado y laminado de metales; pulvimetalurgia",2591,29,2591,1
C,Industrias manufactureras,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",259,Fabricación de otros productos elaborados de metal; actividades de servicios de trabajo de metales,2592,Tratamiento y revestimiento de metales; maquinado,2592,32,2592,1
C,Industrias manufactureras,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",259,Fabricación de otros productos elaborados de metal; actividades de servicios de trabajo de metales,2593,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",2593,25,2593,1
C,Industrias manufactureras,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",259,Fabricación de otros productos elaborados de metal; actividades de servicios de trabajo de metales,2599,Fabricación de otros productos elaborados de metal n.c.p.,2599,25,2599,1
C,Industrias manufactureras,26,"Fabricación de productos de informática, de electrónica y de óptica",261,Fabricación de componentes y tableros electrónicos,2610,Fabricación de componentes y tableros electrónicos,2610,26,2610,1
C,Industrias manufactureras,26,"Fabricación de productos de informática, de electrónica y de óptica",262,Fabricación de ordenadores y equipo periférico,2620,Fabricación de ordenadores y equipo periférico,2620,24,,1
C,Industrias manufactureras,26,"Fabricación de productos de informática, de electrónica y de óptica",263,Fabricación de equipo de comunicaciones,2630,Fabricación de equipo de comunicaciones,2630,26,2630,1
C,Industrias manufactureras,26,"Fabricación de productos de informática, de electrónica y de óptica",264,Fabricación de aparatos electrónicos de consumo,2640,Fabricación de aparatos electrónicos de consumo,2640,21,2640,1
C,Industrias manufactureras,26,"Fabricación de productos de informática, de electrónica y de óptica",265,"Fabricación de equipo de medición, prueba, navegación y control y de relojes",2651,"Fabricación de equipo de medición, prueba, navegación y control",2651,25,2651,1
C,Industrias manufactureras,26,"Fabricación de productos de informática, de electrónica y de óptica",265,"Fabricación de equipo de medición, prueba, navegación y control y de relojes",2652,Fabricación de relojes,2652,20,2652,1
C,Industrias manufactureras,26,"Fabricación de productos de informática, de electrónica y de óptica",266,Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico,2660,Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico,2660,24,2660,1
C,Industrias manufactureras,26,"Fabricación de productos de informática, de electrónica y de óptica",267,Fabricación de instrumentos ópticos y equipo fotográfico,2670,Fabricación de instrumentos ópticos y equipo fotográfico,2670,23,2670,1
C,Industrias manufactureras,26,"Fabricación de productos de informática, de electrónica y de óptica",268,Fabricación de soportes magnéticos y ópticos,2680,Fabricación de soportes magnéticos y ópticos,2680,9,2680,1
C,Industrias manufactureras,27,Fabricación de equipo eléctrico,271,"Fabricación de motores, generadores y transformadores eléctricos y aparatos de distribución y control de la energía eléctrica",2710,"Fabricación de motores, generadores y transformadores eléctricos y aparatos de distribución y control de la energía eléctrica",2710,27,2710,1
C,Industrias manufactureras,27,Fabricación de equipo eléctrico,272,"Fabricación de pilas, baterías y acumuladores",2720,"Fabricación de pilas, baterías y acumuladores",2720,25,2720,1
C,Industrias manufactureras,27,Fabricación de equipo eléctrico,273,Fabricación de cables y dispositivos de cableado,2731,Fabricación de cables de fibra óptica,2731,18,,1
C,Industrias manufactureras,27,Fabricación de equipo eléctrico,273,Fabricación de cables y dispositivos de cableado,2732,Fabricación de otros hilos y cables eléctricos,2732,26,,1
C,Industrias manufactureras,27,Fabricación de equipo eléctrico,273,Fabricación de cables y dispositivos de cableado,2733,Fabricación de dispositivos de cableado,2733,22,,1
C,Industrias manufactureras,27,Fabricación de equipo eléctrico,274,Fabricación de equipo eléctrico de iluminación,2740,Fabricación de equipo eléctrico de iluminación,2740,31,2740,1
C,Industrias manufactureras,27,Fabricación de equipo eléctrico,275,Fabricación de aparatos de uso doméstico,2750,Fabricación de aparatos de uso doméstico,2750,24,2750,1
C,Industrias manufactureras,27,Fabricación de equipo eléctrico,279,Fabricación de otros tipos de equipo eléctrico,2790,Fabricación de otros tipos de equipo eléctrico,2790,29,2790,1
C,Industrias manufactureras,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria de uso general,2811,"Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas",2811,26,2811,1
C,Industrias manufactureras,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria de uso general,2812,Fabricación de equipo de propulsión de fluidos,2812,25,,1
C,Industrias manufactureras,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria de uso general,2813,"Fabricación de otras bombas, compresores, grifos y válvulas",2813,23,,1
C,Industrias manufactureras,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria de uso general,2814,"Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión",2814,28,,1
C,Industrias manufactureras,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria de uso general,2815,"Fabricación de hornos, hogares y quemadores",2815,20,2815,1
C,Industrias manufactureras,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria de uso general,2816,Fabricación de equipo de elevación y manipulación,2816,29,2816,1
